10001;Apocolocyntosis;Lucius Seneca;November 10, 2003
10522;Beacon Lights of History, Volume IV;John Lord;December 23, 2003 
10523;Alcestis;Euripides;December 23, 2003
10524;unknown;unknown;unknown
10525;unknown;unknown;unknown
10526;unknown;unknown;unknown
10527;unknown;unknown;unknown
10528;unknown;unknown;unknown
10529;unknown;unknown;unknown
10530;unknown;unknown;unknown
10531;Beacon Lights of History, Volume V;John Lord;December 24, 2003 
10532;Beacon Lights of History, Volume VI;John Lord;December 24, 2003 
10533;Beacon Lights of History, Volume VII;John Lord;December 25, 2003 
10534;The Double Traitor ;E. Phillips Oppenheim;December 25, 2003 
10535;Jingle Bells;John Pierpont;December 25, 2003 
10537;The Governors;E. Phillips Oppenheim;December 27, 2003 
10539;In the Riding-School; Chats With Esmeralda;Theo. Stephenson Browne;December 28, 2003 
10540;Mother Carey's Chickens;Kate Douglas Wiggin;December 29, 2003 
10541;Children's Classics In Dramatic Form;Augusta Stevenson;December 29, 2003 
10542;The Boats of the "Glen Carrig";William Hope Hodgson;December 29, 2003 
10543;Norwegian Life;Ethlyn T. Clough;December 30, 2003
10544;Punchinello, Volume 2, No. 37, December 10, 1870;Various;December 30, 2003
10545;The Sea Lions;James Fenimore Cooper;December 30, 2003
10546;So Runs the World;Henryk Sienkiewicz,;December 30, 2003
10548;The Westcotes;Arthur Thomas Quiller-Couch;December 30, 2003 
10549;A Romance of the Republic;Lydia Maria Francis Child;December 30, 2003 
10550;A Select Collection of Old English Plays, Vol. IX;Various;December 31, 2003
10551;Affair in Araby;Talbot Mundy;December 31, 2003
10552;Roy Blakeley;Percy Keese Fitzhugh;December 31, 2003 
10554;Right Ho, Jeeves;P. G. Wodehouse;June 29, 2007
10555;The Life of Marie Antoinette, Queen of France;Charles Duke Yonge;January 1, 2004
10556;The Old Man in the Corner;Baroness Orczy;January 1, 2004
10557;Johnny Crow's Party;L. Leslie Brooke;January 1, 2004
10560;The Last of the Foresters;John Esten Cooke;January 2, 2004
10561;Fine Feathers;W.W. Jacobs;January 1, 2004
10562;Friends In Need;W.W. Jacobs;January 1, 2004
10563;Good Intentions;W.W. Jacobs;January 1, 2004
10564;Fairy Gold;W.W. Jacobs;January 1, 2004
10565;Watch-Dogs;W.W. Jacobs;January 1, 2004
10566;The Bequest;W.W. Jacobs;January 1, 2004
10567;The Guardian Angel;W.W. Jacobs;January 1, 2004
10568;Dual Control;W.W. Jacobs;January 1, 2004
10569;Skilled Assistance;W.W. Jacobs;January 1, 2004
10570;For Better or Worse;W.W. Jacobs;January 1, 2004
10571;The Old Man of the Sea;W.W. Jacobs;January 1, 2004
10572;Manners Makyth Man;W.W. Jacobs;January 1, 2004
10573;Ship's Company, The Entire Collection;W.W. Jacobs;October 29, 2006
10574;The History of England, Volume I;David Hume;January 2, 2004 
10575;The Profiteers ;E. Phillips Oppenheim;January 2, 2004 
10576;The Aeroplane Boys Flight;John Luther Langworthy;January 2, 2004
10578;A Hidden Life and Other Poems;George MacDonald;January 2, 2004
10579;Joe Strong The Boy Fire-Eater;Vance Barnum;January 2, 2004
10580;The Positive School of Criminology;Enrico Ferri;January 2, 2004
10581;Uncle Bernac;Arthur Conan Doyle;January 2, 2004
10582;For Luncheon and Supper Guests;Alice Bradley;January 2, 2004
10583;Holland;Thomas Colley Grattan;January 3, 2004
10584;Air Service Boys Over the Atlantic ;Charles Amory Beach;January 3, 2004 
10585;My Strangest Case;Guy Boothby;January 4, 2004
10586;Mike and Psmith;P. G. Wodehouse;January 4, 2004
10587;The Poetical Works of Addison; Gay's Fables; and Somerville's Chase; Joseph Addison, John Gay, William Sommerville;January 4, 2004
10588;Seeing Europe with Famous Authors, Volume I.;Various;January 4, 2004
10589;Turkish Prisoners in Egypt;Various;January 4, 2004
10590;Lady Mary Wortley Montague;Lewis Melville;January 4, 2004
10591;A Lie Never Justifiable;H. Clay Trumbull;January 4, 2004 
10592;Adventures In Friendship;David Grayson;January 4, 2004
10594;Punch, or the London Charivari, Vol. 153, Sept. 12, 1917;Various;January 4, 2004 
10595;Punch, or the London Charivari, Vol. 153, Sept. 19, 1917;Various;January 4, 2004 
10596;Cap and Gown;Selected by Frederic Knowles;January 4, 2004
10597;Four Early Pamphlets;William Godwin;January 5, 2004
10598;The Lives of the Poets of Great Britain and Ireland (1753);Theophilus Cibber;January 5, 2004
10600;A General History and Collection of Voyages and Travels, Vol. 1;Robert Kerr;January 4, 2004
10601;The Rangeland Avenger;Max Brand;January 5, 2004
10602;The Poetical Works of Edmund Spenser, Volume 5;Edmund Spenser;January 5, 2004
10603;With Kelly to Chitral;William George Laurence Beynon;January 5, 2004
10604;Les affinites electives;Johann Wolfgang Goethe;January 4, 2004
10605;Adventures In Contentment;David Grayson;January 5, 2004
10606;The Tragedie of Hamlet, Prince of Denmark;George MacDonald;January 5, 2004
10607;The Real Mother Goose;(Illustrated by Blanche Fisher Wright);January 5, 2004
10608;The Turquoise Cup, and, The Desert;Arthur Cosslett Smith;January 5, 2004 
10609;English Literature;William J. Long;January 6, 2004
10610;Letters and Journals of James, Eighth Earl of Elgin;James, Eighth Earl of Elgin;January 6, 2004
10611;An Essay on the Slavery and Commerce of the Human Species, Particularly the African;Thomas Clarkson;January 6, 2004
10612;Supply and Demand;Hubert D. Henderson;January 6, 2004
10613;The Theory of Social Revolutions;Brooks Adams;January 6, 2004
10614;Punch, or the London Charivari, Vol. 153, Sept. 5, 1917;Various;January 6, 2004 
10616;An Essay Concerning Humane Understanding, Volume II.;John Locke;January 6, 2004
10617;Within the Deep;R. Cadwallader Smith;January 6, 2004
10618;Jesus Says So;Unknown;January 22, 2004
10619;An Englishman's Travels in America;John Benwell;January 6, 2004
10620;The Works of Francis Beaumont and John Fletcher in Ten Volumes;Beaumont and Fletcher;January 7, 2004
10621;Birthright;T.S. Stribling;January 7, 2004
10622;The Lives of the Poets of Great Britain and Ireland (1753);Theophilus Cibber;January 7, 2004
10623;Plays;Susan Glaspell;January 7, 2004
10626;Atlantic Monthly, Volume 2, Issue 10, August, 1858;Various;January 7, 2004 
10627;Beacon Lights of History, Volume VIII;John Lord;January 8, 2004 
10628;Andrew Golding;Annie E. Keeling;January 8, 2004
10629;Britain at Bay;Spenser Wilkinson;January 8, 2004
10630;Coming to the King;Frances Ridley Havergal;January 8, 2004
10631;Halleck's New English Literature;Reuben P. Halleck;January 8, 2004
10632;The Healthy Life Cook Book, 2d ed.;Florence Daniel;January 8, 2004
10633;The History of the Rise, Progress and Accomplishment of the;Thomas Clarkson;May 16, 2007
10635;Stories from the Italian Poets: With Lives of the Writers, Vol. 2;Leigh Hunt;January 8, 2004
10637;The Uprising of a Great People;Count Agenor de Gasparin;January 8, 2004
10638;The Youthful Wanderer;George H. Heffner;January 8, 2004
10639;Phrases for Public Speakers and Paragraphs for Study;Compiled by Grenville Kleiser;January 8, 2004
10640;Beacon Lights of History, Volume IX;John Lord;January 8, 2004 
10641;Beacon Lights of History, Volume X;John Lord;January 8, 2004 
10642;Towards the Great Peace;Ralph Adams Cram;January 8, 2004
10643;The Worlds Greatest Books;Arthur Mee, J. A. Hammerton, Eds.;January 8, 2004
10644;Beacon Lights of History, Volume XI;John Lord;January 8, 2004 
10645;unknown;unknown;unknown
10646;Audio: Roddy McCorley;Roger McGuinn;January 8, 2004 
10647;Beacon Lights of History, Volume XII;John Lord;January 8, 2004 
10648;Beacon Lights of History, Volume XIII;John Lord;January 8, 2004 
10649;Beacon Lights of History, Volume XIV;John Lord;January 9, 2004 
10650;Audio: When the Saints Go Marching In;Roger McGuinn;January 8, 2004 
10651;Audio: Shenandoah;Roger McGuinn;January 8, 2004 
10652;Audio: Spanish is the Loving Tongue;Roger McGuinn;January 8, 2004 
10653;Audio: The Squid-Jigging Ground;Roger McGuinn;January 8, 2004 
10654;Audio: The St. James Infirmary Blues;Roger McGuinn;January 8, 2004 
10655;Autobiography of Sir George Biddell Airy;George Biddell Airy;January 9, 2004
10656;A Collection of Old English Plays, Vol. II;Various;January 9, 2004
10657;"De Bello Gallico" and Other Commentaries;Caius Julius Caesar;January 9, 2004
10658;Hilda Lessways;Arnold Bennett;January 9, 2004
10659;Three More John Silence Stories;Algernon Blackwood;January 9, 2004
10660;Lives of the English Poets;Henry Francis Cary;January 9, 2004
10661;A Selection from the Discourses of Epictetus With the Encheiridion;Epictetus;January 9, 2004
10662;The Night Land;William Hope Hodgson;January 9, 2004
10663;Punch, or the London Charivari, Vol. 153, Sept. 26, 1917;Various;January 9, 2004 
10664;Specialiteiten;Multatuli;January 9, 2004
10665;Life, Letters, and Epicurean Philosophy of Ninon de L'Enclos,;Robinson [and] Overton, ed. and translation.;January 10, 2004
10666;The Public vs. M. Gustave Flaubert;Various;January 10, 2004
10668;The War and Democracy; R.W. Seton-Watson, J. Dover Wilson, Alfred E. Zimmern,;January 10, 2004
10669;At Last;Charles Kingsley;January 10, 2004 
10670;With Zola in England;Ernest Alfred Vizetelly;January 10, 2004
10671;The Botanic Garden. Part II.;Erasmus Darwin;January 11, 2004
10673;The Principal Navigations, Voyages, Traffiques,;Richard Hakluyt;January 11, 2004
10674;How to Use Your Mind;Harry D. Kitson;January 11, 2004
10675;Pebbles on the Shore;Alpha of the Plough (Alfred George Gardiner);January 11, 2004
10676;The Reign of Greed;Jose Rizal;October 10, 2005
10677;Biographical Memorials of James Oglethorpe;Thaddeus Mason Harris;January 11, 2004 
10679;The Story of the Other Wise Man;Henry van Dyke;January 11, 2004 
10681;Roget's Thesaurus of English Words and Phrases: Body;Roget;April 19, 2004 
10682;Les chasseurs de chevelures;Captain Mayne-Reid;January 11, 2004
10683;Lettre a l'Empereur Alexandre sur la traite des noirs;William Wilberforce;January 11, 2004
10684;A History of Freedom of Thought;John Bagnell Bury;January 11, 2004
10685;Curiosites Infernales;P. L. Jacob;January 11, 2004
10686;Tine;Herman Bang;January 11, 2004
10687;Tartarin de Tarascon;Alphonse Daudet;January 11, 2004
10688;The Campfire Girls at Camp Keewaydin;Hildegard G. Frey;January 11, 2004 
10689;La Cour de Louis XIV;Imbert de Saint-Amand;January 12, 2004
10690;A Desperate Chance;Old Sleuth (Harlan P. Halsey);January 12, 2004
10691;Select Speeches of Kossuth;Kossuth;January 12, 2004
10692;A Life of Gen. Robert E. Lee;John Esten Cooke;January 12, 2004
10693;A Political Diary 1828-1830, Volume II;Edward Law (Lord Ellenborough);January 12, 2004
10694;Sea-Power and Other Studies;Admiral Sir Cyprian Bridge;January 12, 2004
10695;Atlantic Monthly, Volume 3, Issue 15, January, 1859;Various;January 12, 2004 
10696;The Danger Trail;James Oliver Curwood;January 12, 2004 
10697;Discours sur la necessite et les moyens de detruire l'esclavage;M. de Ladebat;January 12, 2004
10698;The Aeroplane Boys on the Wing;John Luther Langworthy;January 13, 2004
10699;Character Writings of the 17th Century;Various;January 13, 2004
10700;The History of England from the First Invasion by the Romans;John Lingard and Hilaire Belloc;January 13, 2004
10703;The History of Rome, Book III;Theodor Mommsen;May 4, 2004 
10707;A Christmas Mystery;William J. Locke;January 13, 2004
10708;Miscellaneous Essays;Thomas de Quincey;January 13, 2004
10709;Prince Zaleski;M.P. Shiel;January 13, 2004
10710;Problems of Poverty;John A. Hobson;January 13, 2004 
10711;Punch, or the London Charivari, Vol. 153, Oct. 3, 1917;Various;January 13, 2004 
10714;The Art of Literature;Arthur Schopenhauer;January 14, 2004
10715;Counsels and Maxims;Arthur Schopenhauer;January 14, 2004
10716;The Epic;Lascelles Abercrombie;January 14, 2004
10717;The Extant Odes of Pindar;Pindar;January 14, 2004
10718;The House of Whispers;William Le Queux;January 14, 2004 
10719;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;January 14, 2004 
10721;Punch, or the London Charivari, Vol. 153, Oct. 10, 1917;Various;August 8, 2005
10722;Plays;Alexander Ostrovsky;January 15, 2004
10723;Betty's Bright Idea; Deacon Pitkin's Farm; and The First Christmas;Harriet Beecher Stowe;January 15, 2004 
10724;The Store Boy;Horatio Alger, Jr.;January 15, 2004 
10725;The Centralia Conspiracy;Ralph Chaplin;January 16, 2004 
10726;Outlines of Lessons in Botany, Part I; From Seed to Leaf;Jane H. Newell;January 16, 2004 
10727;A Set of Rogues;Frank Barrett;January 16, 2004 
10728;Christie, the King's Servant;Mrs. O. F. Walton;January 16, 2004 
10729;Jack's Ward;Horatio Alger, Jr.;January 16, 2004 
10730;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;January 17, 2004 
10731;The Essays of Arthur Schopenhauer; The Art of Controversy;Arthur Schopenhauer;January 17, 2004 
10732;The Essays of Arthur Schopenhauer; Studies in Pessimism;Arthur Schopenhauer;January 17, 2004 
10733;Studies in Civics;James T. McCleary;January 17, 2004 
10734;A Collection of Old English Plays, Vol. III;Various;January 17, 2004
10735;Christmas Eve on Lonesome and Other Stories;John Fox, Jr.;January 17, 2004 
10736;Children of the Frost;Jack London;January 17, 2004 
10737;Book about Animals;Rufus Merrill;January 18, 2004
10738;Mahomet;Gladys M. Draycott;January 18, 2004
10739;The Essays Of Arthur Schopenhauer;Arthur Schopenhauer;January 18, 2004
10740;The Way of Peace;James Allen;January 18, 2004
10741;The Essays Of Arthur Schopenhauer: The Wisdom of Life;Arthur Schopenhauer;January 18, 2004
10742;The Picture Alphabet;Oliver Spafford;January 18, 2004 
10743;Moonfleet;J. Meade Falkner;January 18, 2004
10744;Men, Women, and Ghosts;Elizabeth Stuart Phelps;January 18, 2004
10745;The Story of the Champions of the Round Table;Howard Pyle;January 18, 2004 
10746;Boule de Suif;Guy de Maupassant;January 19, 2004
10747;Chantecler;Edmond Rostand;January 19, 2004
10748;The World's Greatest Books, Vol III;Arthur Mee and J.A. Hammerton, Eds.;January 19, 2004
10749;The Circus Procession;Unknown;January 21, 2004 
10750;The Miracle and Other Poems;Virna Sheard;January 19, 2004 
10751;Oregon, Washington and Alaska; Sights and Scenes for the Tourist;E. L. Lomax;January 19, 2004 
10752;Thoughts in Heads;Harry Stojan;January 20, 2004 
10753;Open Source Democracy;Douglas Rushkoff;January 20, 2004 
10754;Little Sarah;Unknown;January 20, 2004 
10755;The Broken Road ;A. E. W. Mason;January 20, 2004 
10756;Between Whiles;Helen Hunt Jackson;January 20, 2004 
10757;Audio: Pretty Saro;Roger McGuinn;January 20, 2004 
10758;Audio: Star-Spangled Banner;Roger McGuinn;January 20, 2004 
10759;Audio: Tarrytown;Roger McGuinn;January 20, 2004 
10760;A Florida Sketch-Book;Bradford Torrey;January 21, 2004
10761;Essays of Robert Louis Stevenson;Robert Louis Stevenson;January 21, 2004
10763;It Can Be Done;Joseph Morris;January 21, 2004
10764;Lettres ecrites d'Egypte et de Nubie en 1828 et 1829;Champollion le Jeune [Jean-Francois Champollion];January 21, 2004
10765;Thrilling Adventures by Land and Sea;James O. Brayman;January 21, 2004
10767;Courage;J. M. Barrie;January 21, 2004
10768;L'egyptologie;Gaston Maspero;January 21, 2004
10769;A Wanderer in Florence;E. V. Lucas;January 21, 2004
10770;The Former Philippines thru Foreign Eyes;Tomas de Comyn;April 14, 2011
10771;Philippine Folklore Stories;John Maurice Miller;January 21, 2004
10772;Inca Land;Hiram Bingham;January 21, 2004
10773;Ancient and Modern Physics;Thomas E. Willson;January 21, 2004
10774;Recits d'un soldat;Amedee Achard;January 21, 2004
10775;Le Horla and Others;Guy de Maupassant;January 22, 2004
10776;The Moving Picture Boys at Panama;Victor Appleton;January 22, 2004
10777;Probable Sons;Amy LeFeuvre;January 22, 2004
10778;The Prose Marmion;Sara D. Jenkins;January 22, 2004
10779;Happy Little Edward;Unknown;January 22, 2004
10780;Only an Incident;Grace Denio Litchfield;January 22, 2004
10781;Deserted;W.W. Jacobs;January 22, 2004
10782;Homeward Bound;W.W. Jacobs;January 22, 2004
10783;Self-Help;W.W. Jacobs;January 22, 2004
10784;Sentence Deferred;W.W. Jacobs;January 22, 2004
10785;Matrimonial Openings;W.W. Jacobs;January 22, 2004
10786;Odd Man Out;W.W. Jacobs;January 22, 2004
10787;The Toll-House;W.W. Jacobs;January 22, 2004
10788;Peter's Pence;W.W. Jacobs;January 22, 2004
10789;The Head of The Family;W.W. Jacobs;January 22, 2004
10790;Prize Money;W.W. Jacobs;January 22, 2004
10791;Double Dealing;W.W. Jacobs;January 22, 2004
10792;Keeping Up Appearances;W.W. Jacobs;January 22, 2004
10794;Dahcotah;Mary Eastman;January 22, 2004
10795;Yorkshire--Coast & Moorland Scenes;Gordon Home;January 22, 2004
10796;The Story of the Two Bulls;John R. Bolles;January 22, 2004
10797;The Wits and Beaux of Society;Grace & Philip Wharton;January 22, 2004
10798;Paths of Glory;Irvin S. Cobb;January 22, 2004
10799;Clarissa, Volume 5 (of 9);Samuel Richardson;January 23, 2004
10800;The Anatomy of Melancholy;Democritus Junior;January 13, 2004
10801;Coleridge's Literary Remains, Volume 4.;Samuel Taylor Coleridge;January 23, 2004
10803;A General History and Collection of Voyages and Travels, Vol. II;Robert Kerr;January 23, 2004
10804;The Fortunate Foundlings;unknown;unknown
10805;Count The Cost;Jonathan Steadfast;January 23, 2004
10806;The Sword of Welleran and Other Stories;Lord Dunsany;January 23, 2004
10807;The Constitutional History of England From 1760 to 1860;Charles Duke Yonge;January 23, 2004
10808;Consumers' Cooperative Societies in New York State;The Consumers' League of New York;January 23, 2004
10809;Why We Are At War (2nd Edition, revised);Members of the Oxford Faculty of Modern History;January 23, 2004 
10810;The Young Trail Hunters;Samuel Woodworth Cozzens;January 23, 2004 
10811;De La Salle Fifth Reader;Brothers of the Christian Schools;January 23, 2004
10812;The Worshipper of the Image;Richard Le Gallienne;January 23, 2004
10813;A Versailles Christmas-Tide;Mary Stuart Boyd;January 23, 2004
10814;Legends, Tales and Poems;Gustavo Adolfo Becquer;January 24, 2004
10815;Messages and Papers of the Presidents: Harrison;James D. Richardson;January 24, 2004
10816;The Giant Hands;Alfred Crowquill;January 24, 2004
10817;Anne Severn and the Fieldings;May Sinclair;January 29, 2004
10818;Sport and Work on the Nepaul Frontier;James Inglis;January 24, 2004
10819;De kleine Johannes;Frederik van Eeden;January 24, 2004
10820;Een liefde;Lodewijk van Deyssel;January 24, 2004
10821;Manfredo;Lord Byron;January 24, 2004
10822;El paraiso de las mujeres;Vicente Blasco Ibanez;January 24, 2004
10823;Reise durch England und Schottland;Johanna Schopenhauer;January 24, 2004
10824;Un tournoi a Romans en 1484;Ulysse Chevalier;February 7, 2004
10826;The Book-Bills of Narcissus;Le Gallienne, Richard;January 25, 2004
10828;Roman History, Books I-III;Titus Livius;January 25, 2004
10829;Ludvigsbakke;Herman Bang;January 25, 2004
10830;Cinderella;Henry W. Hewet;January 25, 2004
10831;The Village in the Mountains; Conversion of Peter Bayssiere; and History of a Bible;Anonymous;January 25, 2004
10832;Carnacki, The Ghost Finder;William Hope Hodgson;January 25, 2004 
10833;The Essays of Arthur Schopenhauer; Religion, A Dialogue, Etc.;Arthur Schopenhauer;January 25, 2004 
10834;The History of Insects;Unknown;January 25, 2004 
10835;Dr. Johnson's Works: Life, Poems, and Tales, Volume 1;Samuel Johnson;January 25, 2004
10837;The Soul of Democracy;Edward Howard Griggs;January 26, 2004
10838;The Mirror of Literature, Amusement, and Instruction, Vol. 13,;Various;January 26, 2004 
10839;Sugar and Spice;James Johnson;January 26, 2004 
10840;The Explorers of Australia and their Life-work;Ernest Favenc;January 26, 2004
10841;L'archeologie egyptienne;G. Maspero;January 27, 2004
10842;The Life of Captain James Cook;Arthur Kitson;January 27, 2004
10843;The Mental Life of Monkeys and Apes;Robert M. Yerkes;January 27, 2004
10844;A Gentleman from Mississippi;Thomas A. Wise;January 28, 2004
10845;The Mirror of Literature, Amusement, and Instruction, Vol. 12,;Various;January 28, 2004 
10846;Seekers after God;Frederic William Farrar;January 28, 2004 
10847;The Maids Tragedy;Francis Beaumont and John Fletcher;January 28, 2004
10848;Natalie;Ferna Vale;January 28, 2004
10849;Saved at Sea;Mrs. O.F. Walton;January 28, 2004
10850;Philaster;Francis Beaumont and John Fletcher;January 28, 2004
10851;The Works of Charles and Mary Lamb (Vol. 6);Charles and Mary Lamb;January 28, 2004
10852;Hardy Ornamental Flowering Trees and Shrubs;A. D. Webster;January 28, 2004
10853;Our Gift;Teachers of the School Street Universalist Sunday School, Boston;January 28, 2004
10854;Atlantic Monthly, Vol. VI.,October, 1860.--No. XXXVI.;Various;January 28, 2004
10855;Is Mars Habitable?;Alfred Russel Wallace;January 28, 2004
10856;A Narrative Of The Siege Of Delhi;Charles John Griffiths;January 28, 2004
10857;My Native Land;James Cox;January 28, 2004
10858;A Compilation of the Messages and Papers of the Presidents,;Edited by James D. Richardson;January 28, 2004
10859;Paul and Virginia;Bernadin de Saint-Pierre;January 28, 2004
10860;The Gracchi Marius and Sulla;A.H. Beesley;January 29, 2004
10861;Paris under the Commune;John Leighton;January 29, 2004
10862;The White Waterfall;James Francis Dwyer;January 29, 2004
10864;A Visit to the Monastery of La Trappe in 1817;W.D. Fellowes;January 29, 2004
10865;Play-Making;William Archer;January 29, 2004
10866;The Dolorous Passion of Our Lord Jesus Christ;Anna Catherine Emmerich;January 30, 2004 
10867;Atlantic Monthly, Vol. II., November, 1858., No. XIII.;Various;January 30, 2004
10868;Clerambault;Rolland, Romain;January 30, 2004
10869;The Abandoned Room;Wadsworth Camp;January 30, 2004
10870;Are You A Bromide?;Gelett Burgess;January 30, 2004
10871;At Sunwich Port, Part 1.;W.W. Jacobs;January 30, 2004
10872;At Sunwich Port, Part 2.;W.W. Jacobs;January 30, 2004
10873;At Sunwich Port, Part 3.;W.W. Jacobs;January 30, 2004
10874;At Sunwich Port, Part 4.;W.W. Jacobs;January 30, 2004
10875;At Sunwich Port, Part 5.;W.W. Jacobs;January 30, 2004
10876;At Sunwich Port, Complete;W.W. Jacobs;October 29, 2006
10877;The Tragedies of the Medici;Edgcumbe Staley;January 30, 2004
10878;The Mule;Harvey Riley;January 30, 2004
10879;A Compilation of Messages and Letters of the Presidents;Editor: James D. Richardson;January 30, 2004
10880;Teddy's Button;Amy Le Feuvre;January 31, 2004
10881;Crescent and Iron Cross;E. F. Benson;January 31, 2004
10882;The Eagle's Shadow;James Branch Cabell;January 31, 2004
10883;Dio's Rome, Vol. 4;Cassius Dio;January 31, 2004
10884;A Publisher and His Friends;Samuel Smiles;January 31, 2004
10885;Stories from the Italian Poets: With Lives of the Writers, Volume 1;Leigh Hunt;January 31, 2004
10886;The Untamed;Max Brand;January 31, 2004
10887;Babylonian and Assyrian Literature;Anonymous;January 31, 2004
10888;Arthur Hamilton, and His Dog;Anonymous;January 31, 2004
10889;The Life and Romances of Mrs. Eliza Haywood;George Frisbie Whicher;January 31, 2004
10890;Dio's Rome, Volume V., Books 61-76 (A.D. 54-211);Cassius Dio;January 31, 2004
10891;Algonquin Indian Tales;Egerton R. Young;January 31, 2004
10893;A Compilation of the Messages and Papers of the Presidents;Edited by James D. Richardson;January 31, 2004
10894;A Compilation of the Messages and Papers of the Presidents;Edited by James D. Richardson;January 31, 2004
10895;A Compilation of the Messages and Papers of the Presidents;Edited by James D. Richardson;January 31, 2004
10896;The Mirror of Literature, Amusement, and Instruction,;Various;January 31, 2004
10897;The Wendigo;Algernon Blackwood;January 31, 2004
10898;American Scenes, and Christian Slavery;Ebenezer Davies;February 1, 2004
10899;Olivia in India;O. Douglas;February 1, 2004
10901;Three Young Knights;Annie Hamilton Donnell;February 1, 2004
10902;Big and Little Sisters;Theodora R. Jenness;February 1, 2004
10903;Punch, or the London Charivari, Vol. 153, Oct. 17, 1917;Various;February 1, 2004 
10904;Frank Merriwell's Nobility;Burt L. Standish (AKA Gilbert Patten);February 1, 2004
10905;Phantom Fortune, A Novel;M. E. Braddon;February 1, 2004
10906;Quinze Jours en Egypte;Fernand Neuray;February 1, 2004
10907;The History of Rome; Books Nine to Twenty-Six;Titus Livius;February 1, 2004 
10908;Manual for Noncommissioned Officers and Privates of Infantry;War Department;February 1, 2004
10909;Los Amantes de Teruel;Hartzenbusch, Juan Eugenio;February 2, 2004
10910;Robert Louis Stevenson, an Elegy; And Other Poems;Richard Le Gallienne;February 2, 2004
10911;Buried Alive: A Tale of These Days;Arnold Bennett;February 2, 2004
10912;The Infant's Delight: Poetry;Anonymous;February 2, 2004
10913;English Poems;Richard Le Gallienne;February 2, 2004
10915;The Girl's Cabinet of Instructive and Moral Stories;Uncle Philip;February 2, 2004 
10916;Parent and Child Vol. III., Child Study and Training;Mosiah Hall;February 2, 2004
